,job_simp,seniority,Avg,Upper_salary,Lower_salary,Employer_provided,Glassdoor_estimate,Location,Rating,Size,Type of ownership,Industry,Sector,Revenue,Age,Python_yn,R_yn,spark,aws,excel,SQL,ML,NLP,Visualisation
0,analyst,na,7.0,9.0,5.0,0,0,Mumbai,3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),20,1,0,0,0,1,1,0,0,1
1,analyst,senior,9.0,12.0,6.0,0,0,Pune,-1.0,51 to 200 employees,Company - Private,Construction,"Construction, Repair & Maintenance",-1,-1,0,0,0,0,1,0,0,0,0
2,analyst,na,8.0,10.0,6.0,1,0,Mumbai,2.9,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,₹500 million to ₹1 billion (INR),66,0,0,0,0,1,1,0,0,1
3,analyst,na,8.0,10.0,6.0,1,0,Hyderabad,-1.0,1 to 50 employees,Company - Private,IT Services,Information Technology,-1,11,1,0,0,0,0,0,1,0,1
4,analyst,na,11.0,14.0,8.0,1,0,Bengaluru,3.8,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than ₹1 million (INR),12,1,0,0,1,0,1,1,0,0
5,analyst,na,9.5,12.0,7.0,0,1,Bengaluru,3.9,201 to 500 employees,Company - Private,Brokerage Services,Finance,-1,-1,1,0,0,0,1,1,1,0,1
6,analyst,senior,9.5,12.0,7.0,0,1,Delhi NCR,3.5,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,32,0,0,0,0,0,1,0,0,1
7,analyst,senior,9.0,12.0,6.0,0,1,Pune,5.0,201 to 500 employees,Company - Private,IT Services,Information Technology,₹10 to ₹25 million (INR),4,0,0,0,0,0,0,0,0,0
8,analyst,na,10.0,13.0,7.0,0,0,Chennai,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,0,0
9,analyst,senior,4.5,5.0,4.0,1,0,Pune,3.7,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,₹50 to ₹100 million (INR),167,1,0,0,0,1,1,0,0,1
10,analyst,na,18.0,23.0,13.0,1,0,Bengaluru,3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),20,0,0,0,0,1,0,0,0,0
11,analyst,na,11.5,15.0,8.0,1,0,Bengaluru,4.2,201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,₹100 to ₹500 million (INR),23,1,1,0,0,1,1,0,0,1
12,analyst,senior,8.5,11.0,6.0,0,1,Pune,4.4,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹25 to ₹50 million (INR),12,1,0,0,0,1,1,1,0,1
13,analyst,na,7.0,9.0,5.0,1,0,Hyderabad,3.5,10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,₹2 to ₹5 billion (INR),74,0,0,0,0,1,1,0,0,0
14,analyst,na,6.0,8.0,4.0,0,1,Delhi NCR,3.8,1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than ₹1 million (INR),-1,0,0,0,0,0,0,0,0,0
15,analyst,na,6.5,8.0,5.0,0,1,Pune,3.8,51 to 200 employees,Company - Private,Consulting,Business Services,₹10 to ₹25 million (INR),30,0,0,0,0,0,1,0,0,0
16,analyst,senior,9.0,12.0,6.0,0,1,Chennai,3.7,10000+ employees,Company - Public,Banks & Credit Unions,Finance,₹10+ billion (INR),118,0,0,0,0,0,0,0,0,0
17,analyst,senior,4.5,5.0,4.0,0,1,Pune,3.5,1001 to 5000 employees,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",₹500 million to ₹1 billion (INR),65,0,0,0,0,0,0,0,0,0
18,analyst,na,5.0,6.0,4.0,0,1,Delhi NCR,3.1,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,₹500 million to ₹1 billion (INR),26,0,0,0,0,1,1,0,0,0
19,analyst,na,12.0,15.0,9.0,0,1,Hyderabad,3.3,1 to 50 employees,Company - Private,-1,-1,₹1 to ₹5 million (INR),11,0,0,0,0,1,0,0,0,0
20,analyst,na,8.0,10.0,6.0,1,0,Mumbai,4.9,1 to 50 employees,Company - Private,Brokerage Services,Finance,-1,32,0,0,0,0,1,1,0,0,0
21,analyst,na,7.0,9.0,5.0,0,1,Mumbai,3.8,51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,₹10 to ₹25 million (INR),45,0,0,0,0,1,0,1,0,1
22,analyst,na,9.5,11.0,8.0,0,1,Pune,3.2,10000+ employees,Company - Public,Banks & Credit Unions,Finance,-1,-1,0,0,0,0,1,1,0,0,0
23,analyst,na,4.5,5.0,4.0,1,0,Hyderabad,5.0,51 to 200 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),14,0,0,0,0,1,1,0,0,0
24,analyst,na,7.0,9.0,5.0,1,0,Mumbai,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,0,0
25,analyst,na,6.0,8.0,4.0,0,1,Bengaluru,-1.0,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,0,0,1
26,analyst,senior,6.5,8.0,5.0,0,1,Bengaluru,3.8,201 to 500 employees,Company - Private,Beauty & Personal Accessories Stores,Retail,-1,11,1,0,0,0,0,1,0,0,1
27,analyst,na,18.0,23.0,13.0,1,0,Bengaluru,5.0,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,6,1,0,0,1,0,1,1,1,1
28,analyst,na,7.0,9.0,5.0,1,0,Pune,3.7,10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,₹2 to ₹5 billion (INR),56,0,0,0,0,1,0,0,0,0
29,analyst,na,11.5,15.0,8.0,0,1,Bengaluru,3.5,10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,₹2 to ₹5 billion (INR),74,1,1,0,0,0,1,0,0,0
30,analyst,na,4.5,6.0,3.0,1,0,Kolkata,2.5,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,1,0,0,0,0,1,1,0,0
31,analyst,senior,9.0,12.0,6.0,1,0,Chennai,4.3,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),39,0,0,0,0,0,0,0,0,0
32,analyst,na,9.5,12.0,7.0,1,0,Bengaluru,3.3,1 to 50 employees,Company - Private,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0
33,analyst,na,9.0,11.0,7.0,0,1,Bengaluru,3.7,201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,-1,20,1,1,0,0,0,1,1,0,0
34,analyst,na,6.5,8.0,5.0,0,1,Delhi NCR,5.0,51 to 200 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),14,0,0,0,0,1,1,0,0,0
35,analyst,senior,4.5,5.0,4.0,0,1,Bengaluru,-1.0,1 to 50 employees,Company - Private,-1,-1,-1,-1,0,0,0,0,0,1,0,0,1
36,analyst,senior,4.5,5.0,4.0,0,1,Bengaluru,4.0,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,₹10+ billion (INR),77,0,0,0,1,1,0,0,0,0
37,analyst,na,8.5,11.0,6.0,0,1,Pune,4.6,201 to 500 employees,Company - Private,Colleges & Universities,Education,₹100 to ₹500 million (INR),3,0,0,0,0,1,1,0,0,0
38,analyst,na,10.5,11.0,10.0,1,0,Mumbai,3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),20,1,0,0,0,0,0,0,0,0
39,analyst,na,16.5,21.0,12.0,1,0,Bengaluru,3.6,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,-1,10,0,0,0,0,1,1,1,0,0
40,analyst,senior,7.5,9.0,6.0,1,0,Bengaluru,3.6,1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,₹2 to ₹5 billion (INR),42,0,0,0,0,1,0,0,0,1
41,analyst,na,16.5,21.0,12.0,0,1,Bengaluru,4.4,201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,₹50 to ₹100 million (INR),8,1,0,0,0,0,1,0,0,1
42,analyst,na,6.0,8.0,4.0,0,1,Hyderabad,3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),36,0,0,0,0,1,0,0,0,0
43,analyst,na,6.0,8.0,4.0,0,1,Hyderabad,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0
44,analyst,na,8.0,10.0,6.0,0,1,Mumbai,3.6,1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,₹2 to ₹5 billion (INR),60,1,0,0,0,1,1,0,0,1
45,analyst,na,4.5,6.0,3.0,0,0,Delhi NCR,4.6,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,₹25 to ₹50 million (INR),21,0,0,0,1,1,0,0,0,1
46,analyst,na,7.0,9.0,5.0,0,1,Chennai,4.4,1 to 50 employees,Company - Private,IT Services,Information Technology,₹1 to ₹5 million (INR),-1,0,0,0,0,0,1,0,0,0
47,analyst,senior,15.0,19.0,11.0,0,1,Bengaluru,4.0,1001 to 5000 employees,Company - Public,Internet,Information Technology,₹2 to ₹5 billion (INR),16,1,0,0,0,1,1,1,0,0
48,analyst,senior,7.5,9.0,6.0,1,0,Hyderabad,3.8,10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,₹10+ billion (INR),55,0,0,0,0,0,0,1,0,0
49,analyst,na,7.0,9.0,5.0,1,0,Hyderabad,4.6,1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,₹25 to ₹50 million (INR),5,1,0,0,1,1,1,0,0,1
50,analyst,senior,9.5,13.0,6.0,1,0,Delhi NCR,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0
51,analyst,na,9.5,12.0,7.0,1,0,Bengaluru,3.3,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,₹1 to ₹2 billion (INR),58,1,0,0,0,1,1,0,0,1
52,analyst,na,7.0,9.0,5.0,1,0,Pune,4.7,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,9,0,0,0,0,0,0,1,0,0
53,analyst,senior,8.5,11.0,6.0,1,0,Bengaluru,4.1,1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹2 billion (INR),19,0,0,0,0,0,1,0,0,1
54,analyst,senior,9.0,12.0,6.0,1,0,Hyderabad,4.6,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,₹5 to ₹10 billion (INR),29,1,0,0,1,1,1,0,0,0
55,analyst,na,8.5,11.0,6.0,1,0,Pune,3.7,501 to 1000 employees,Company - Private,Construction,"Construction, Repair & Maintenance",₹100 to ₹500 million (INR),47,0,0,0,0,1,1,0,0,1
56,analyst,na,14.5,18.0,11.0,0,1,Bengaluru,2.4,1 to 50 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,-1,7,1,0,0,0,1,0,0,0,1
57,data scientist,na,8.0,10.0,6.0,0,1,Chennai,3.6,201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,₹50 to ₹100 million (INR),53,1,0,0,0,1,0,1,0,1
58,analyst,senior,10.0,13.0,7.0,0,0,Mumbai,3.3,1 to 50 employees,Company - Private,Consulting,Business Services,Less than ₹1 million (INR),-1,0,0,0,0,0,0,1,0,0
59,analyst,na,8.5,11.0,6.0,0,1,Delhi NCR,5.0,51 to 200 employees,Company - Private,IT Services,Information Technology,₹5 to ₹10 million (INR),21,1,0,0,0,1,1,0,0,0
60,analyst,senior,10.0,13.0,7.0,0,1,Mumbai,3.6,501 to 1000 employees,Company - Private,Internet,Information Technology,-1,4,1,0,0,0,1,1,0,0,1
61,analyst,na,8.5,11.0,6.0,1,0,Bengaluru,3.3,501 to 1000 employees,Company - Private,Consulting,Business Services,₹500 million to ₹1 billion (INR),20,0,0,0,0,1,0,0,0,0
62,analyst,senior,8.5,11.0,6.0,1,0,Bengaluru,3.9,51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,₹25 to ₹50 million (INR),11,1,0,1,1,0,1,1,0,0
63,analyst,na,8.5,11.0,6.0,1,0,Pune,3.3,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,-1,0,0,0,0,0,0,0,0,0
64,analyst,na,8.5,11.0,6.0,0,1,Hyderabad,3.8,1 to 50 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than ₹1 million (INR),-1,0,1,0,0,1,1,0,0,1
65,analyst,na,8.5,11.0,6.0,1,0,Mumbai,4.1,501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,₹100 to ₹500 million (INR),38,0,0,0,0,1,1,0,0,1
66,analyst,na,8.5,11.0,6.0,1,0,Delhi NCR,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0
67,analyst,na,8.5,11.0,6.0,0,0,Delhi NCR,3.8,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,₹10+ billion (INR),27,0,0,0,0,1,0,1,0,0
68,analyst,na,5.5,7.0,4.0,0,1,Bengaluru,3.4,501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,1,0,0,1,1,1,1,0,0
69,analyst,na,11.013513513513514,13.702702702702704,8.324324324324325,0,0,Bengaluru,4.7,501 to 1000 employees,Company - Private,Brokerage Services,Finance,-1,9,0,0,0,0,0,1,0,0,0
70,analyst,na,9.0,12.0,6.0,0,1,Hyderabad,2.5,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,0,0,0,0,0,0,0,0,0
71,analyst,senior,9.5,12.0,7.0,0,1,Bengaluru,3.6,1001 to 5000 employees,Government,Municipal Governments,Government,-1,-1,0,1,0,0,1,1,0,0,1
72,analyst,na,8.5,11.0,6.0,0,1,Mumbai,3.6,501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,₹100 to ₹500 million (INR),-1,1,0,0,0,1,1,1,0,0
73,analyst,na,12.0,15.0,9.0,0,0,Hyderabad,4.8,201 to 500 employees,Company - Private,IT Services,Information Technology,₹1 to ₹5 million (INR),12,1,0,0,0,0,1,1,0,1
74,analyst,senior,12.5,16.0,9.0,0,1,Mumbai,4.0,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,₹5 to ₹10 billion (INR),181,0,0,0,0,1,1,0,0,1
75,analyst,na,16.5,21.0,12.0,0,1,Bengaluru,3.8,201 to 500 employees,Company - Private,Real Estate,Real Estate,₹50 to ₹100 million (INR),98,0,0,0,0,1,1,0,0,1
76,analyst,na,9.5,12.0,7.0,0,0,Delhi NCR,4.1,1 to 50 employees,Company - Private,IT Services,Information Technology,Less than ₹1 million (INR),-1,0,0,0,0,0,0,0,0,0
77,analyst,na,7.0,9.0,5.0,0,1,Mumbai,3.7,10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,₹10+ billion (INR),210,0,0,0,0,1,0,0,0,0
78,analyst,na,7.5,9.0,6.0,0,1,Hyderabad,4.7,1 to 50 employees,Company - Private,IT Services,Information Technology,-1,36,0,0,0,0,1,1,0,0,0
79,analyst,na,9.0,12.0,6.0,0,0,Mumbai,2.4,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,-1,0,0,0,0,1,1,0,0,0
80,analyst,na,7.5,8.0,7.0,0,1,Delhi NCR,5.0,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,₹1 to ₹5 million (INR),-1,1,0,1,0,1,1,1,0,0
81,analyst,na,7.0,9.0,5.0,1,0,Mumbai,4.0,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),18,0,0,0,0,0,1,0,0,0
82,analyst,na,5.0,6.0,4.0,0,1,Hyderabad,3.5,5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,₹10+ billion (INR),35,0,0,0,0,1,1,0,0,1
83,data engineer,senior,7.5,9.0,6.0,0,1,Bengaluru,3.6,10000+ employees,Company - Public,Banks & Credit Unions,Finance,₹10+ billion (INR),170,1,0,0,1,0,1,0,0,0
84,analyst,na,16.5,21.0,12.0,0,1,Bengaluru,3.5,1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,Less than ₹1 million (INR),-1,0,0,0,0,1,1,0,0,1
85,analyst,na,8.5,10.0,7.0,1,0,Mumbai,2.9,201 to 500 employees,Company - Private,Accounting,Accounting & Legal,-1,-1,0,0,0,1,0,1,0,0,1
86,analyst,na,9.5,12.0,7.0,1,0,Bengaluru,3.8,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,₹100 to ₹500 million (INR),22,0,1,0,0,0,1,0,0,1
87,analyst,na,6.0,8.0,4.0,0,1,Hyderabad,3.9,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,36,0,0,0,0,1,0,0,0,0
88,data engineer,na,4.5,6.0,3.0,1,0,Delhi NCR,3.6,501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,₹25 to ₹50 million (INR),22,1,0,1,1,0,1,0,0,0
89,analyst,na,8.5,11.0,6.0,1,0,Bengaluru,3.8,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,₹2 to ₹5 billion (INR),27,1,0,0,0,0,1,0,0,1
90,analyst,na,6.0,8.0,4.0,0,1,Hyderabad,3.0,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,₹1 to ₹5 million (INR),-1,0,0,0,0,0,1,0,0,0
91,analyst,na,7.0,9.0,5.0,1,0,Pune,-1.0,1 to 50 employees,Company - Private,-1,-1,-1,-1,0,0,0,0,1,1,0,0,1
92,analyst,na,7.0,9.0,5.0,1,0,Mumbai,-1.0,-1,Company - Private,-1,-1,-1,-1,0,0,0,0,1,1,0,0,1
93,analyst,na,9.5,11.0,8.0,1,0,Pune,3.7,1 to 50 employees,Nonprofit Organization,-1,-1,₹1 to ₹5 million (INR),-1,0,0,0,0,1,0,0,0,0
94,analyst,na,4.5,6.0,3.0,1,0,Delhi NCR,3.3,51 to 200 employees,Company - Private,IT Services,Information Technology,₹10 to ₹25 million (INR),28,1,0,0,1,0,1,0,0,0
95,analyst,na,9.5,12.0,7.0,1,0,Bengaluru,4.3,201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,₹50 to ₹100 million (INR),26,0,0,0,0,0,1,1,0,1
96,analyst,na,9.0,11.0,7.0,1,0,Bengaluru,3.3,501 to 1000 employees,Company - Private,Consulting,Business Services,₹500 million to ₹1 billion (INR),20,0,0,0,0,1,0,0,0,0
97,analyst,na,7.0,9.0,5.0,0,1,Pune,-1.0,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,1,0,1
98,analyst,na,6.0,8.0,4.0,1,0,Delhi NCR,3.4,501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,0,0,0,1,0,1,1,0,1
99,analyst,senior,11.0,14.0,8.0,0,0,Bengaluru,3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),20,0,0,0,0,0,1,0,0,1
100,analyst,senior,9.0,10.0,8.0,0,1,Bengaluru,3.0,1001 to 5000 employees,Company - Public,Venture Capital & Private Equity,Finance,₹1 to ₹2 billion (INR),32,0,0,0,0,0,0,0,0,0
101,analyst,na,14.5,18.0,11.0,0,1,Bengaluru,4.5,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 million (INR),9,1,0,0,0,1,0,0,0,0
102,analyst,na,8.0,11.0,5.0,0,1,Mumbai,3.6,5001 to 10000 employees,Company - Public,Health Care Services & Hospitals,Health Care,-1,-1,0,0,0,0,0,0,0,0,0
103,analyst,na,12.0,14.0,10.0,1,0,Bengaluru,4.0,1001 to 5000 employees,Company - Public,Computer Hardware & Software,Information Technology,₹1 to ₹2 billion (INR),13,1,0,0,1,0,1,1,0,0
104,analyst,na,8.0,11.0,5.0,0,0,Mumbai,3.0,201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,₹50 to ₹100 million (INR),38,0,0,0,0,1,0,0,0,0
105,analyst,senior,9.0,10.0,8.0,0,1,Bengaluru,2.6,201 to 500 employees,Company - Public,-1,-1,₹100 to ₹500 million (INR),-1,1,0,0,0,1,1,1,0,0
106,analyst,na,6.0,8.0,4.0,1,0,Hyderabad,4.0,501 to 1000 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),23,0,0,0,1,1,0,0,0,0
107,analyst,na,7.5,10.0,5.0,0,1,Hyderabad,4.6,1 to 50 employees,Company - Private,-1,-1,₹1 to ₹5 million (INR),-1,0,0,0,0,0,1,0,0,1
108,analyst,na,7.0,9.0,5.0,0,1,Pune,3.8,10000+ employees,Company - Private,Accounting,Accounting & Legal,₹10+ billion (INR),33,1,0,0,0,0,1,1,0,1
109,analyst,na,9.0,12.0,6.0,0,0,Chennai,5.0,1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,₹5 to ₹10 million (INR),-1,1,0,0,0,1,1,0,0,1
110,analyst,na,5.5,7.0,4.0,0,0,Delhi NCR,5.0,51 to 200 employees,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),14,0,0,0,0,1,1,0,0,0
111,analyst,na,7.5,9.0,6.0,1,0,Hyderabad,2.5,201 to 500 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,₹50 to ₹100 million (INR),23,0,0,0,0,0,1,0,0,1
112,analyst,senior,11.0,14.0,8.0,0,1,Pune,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹10+ billion (INR),192,1,0,0,1,0,0,1,0,1
113,analyst,na,8.5,11.0,6.0,0,1,Mumbai,5.0,1 to 50 employees,Company - Private,Internet,Information Technology,-1,-1,1,1,0,0,0,1,0,0,0
114,analyst,na,9.5,12.0,7.0,1,0,Bengaluru,5.0,1 to 50 employees,Company - Private,-1,-1,-1,-1,1,0,0,1,1,1,0,0,1
115,analyst,na,11.0,14.0,8.0,1,0,Pune,3.7,5001 to 10000 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,₹25 to ₹50 million (INR),25,0,0,0,0,0,0,0,0,0
116,analyst,senior,7.5,10.0,5.0,1,0,Hyderabad,3.5,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,₹5 to ₹10 billion (INR),31,1,0,0,0,1,1,0,0,1
117,analyst,na,12.0,15.0,9.0,0,1,Mumbai,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0
118,analyst,na,8.0,11.0,5.0,0,0,Pune,3.6,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,₹100 to ₹500 million (INR),25,1,0,0,0,1,1,0,0,0
119,analyst,na,6.0,8.0,4.0,1,0,Delhi NCR,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,1,0,0
120,analyst,na,12.0,15.0,9.0,1,0,Hyderabad,4.4,51 to 200 employees,Unknown,Staffing & Outsourcing,Business Services,Less than ₹1 million (INR),-1,0,0,0,0,1,1,0,0,0
121,analyst,na,9.5,12.0,7.0,0,1,Delhi NCR,4.1,1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,₹5 to ₹10 million (INR),41,0,0,0,0,1,1,0,0,1
122,analyst,senior,12.5,16.0,9.0,0,1,Mumbai,3.7,201 to 500 employees,Company - Public,Computer Hardware & Software,Information Technology,₹1 to ₹5 million (INR),14,0,0,0,0,1,0,0,0,1
123,analyst,na,7.0,9.0,5.0,0,1,Pune,2.5,10000+ employees,Company - Public,Food & Beverage Manufacturing,Manufacturing,₹5 to ₹10 billion (INR),17,0,0,0,0,1,1,0,0,1
124,analyst,na,14.5,18.0,11.0,0,0,Bengaluru,4.1,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,₹10+ billion (INR),46,1,0,1,0,1,1,1,0,1
125,analyst,na,8.0,10.0,6.0,0,1,Hyderabad,3.1,51 to 200 employees,Company - Private,IT Services,Information Technology,₹1 to ₹5 million (INR),30,0,0,0,0,0,1,0,0,1
126,analyst,na,4.5,6.0,3.0,0,0,Kolkata,4.5,1 to 50 employees,Company - Private,-1,-1,₹1 to ₹5 million (INR),-1,0,0,0,0,0,0,0,0,1
127,analyst,senior,9.0,12.0,6.0,0,1,Chennai,2.5,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,0,0,0,0,1,0,0,0,0
128,analyst,na,9.5,12.0,7.0,0,1,Bengaluru,3.7,10000+ employees,Company - Public,Real Estate,Real Estate,-1,116,1,1,0,0,1,1,1,0,1
129,analyst,na,6.0,8.0,4.0,1,0,Hyderabad,4.2,51 to 200 employees,Company - Private,IT Services,Information Technology,₹25 to ₹50 million (INR),24,0,0,0,0,0,0,0,0,0
130,analyst,na,7.0,9.0,5.0,1,0,Mumbai,2.7,1001 to 5000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,-1,25,0,0,0,0,1,0,0,0,0
131,analyst,na,9.0,12.0,6.0,0,0,Chennai,3.2,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,32,0,0,0,0,0,1,0,0,0
132,analyst,senior,6.0,8.0,4.0,0,1,Bengaluru,3.8,1001 to 5000 employees,Company - Private,TV Broadcast & Cable Networks,Media,₹1 to ₹2 billion (INR),15,1,0,0,0,1,1,0,0,1
133,analyst,na,9.0,12.0,6.0,0,1,Pune,3.6,1001 to 5000 employees,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),18,0,0,0,0,1,0,0,0,0
134,analyst,na,6.0,8.0,4.0,0,1,Mumbai,5.0,201 to 500 employees,Company - Private,Internet,Information Technology,₹10 to ₹25 million (INR),11,1,1,0,0,1,1,1,0,1
135,analyst,na,12.0,15.0,9.0,1,0,Hyderabad,2.2,501 to 1000 employees,Government,Municipal Governments,Government,₹50 to ₹100 million (INR),42,0,0,0,0,1,1,0,0,0
136,data scientist,na,7.5,10.0,5.0,0,1,Hyderabad,3.4,1 to 50 employees,Company - Private,IT Services,Information Technology,₹1 to ₹5 million (INR),10,1,1,1,0,1,1,1,0,0
137,analyst,senior,7.0,9.0,5.0,1,0,Mumbai,4.5,51 to 200 employees,Company - Private,Video Games,Media,-1,32,0,0,0,0,0,1,0,0,0
138,analyst,na,12.0,14.0,10.0,1,0,Bengaluru,3.2,51 to 200 employees,Company - Private,Insurance Carriers,Insurance,-1,-1,0,0,0,0,1,1,0,0,0
139,analyst,na,6.0,8.0,4.0,1,0,Mumbai,4.4,501 to 1000 employees,Company - Private,Research & Development,Business Services,-1,9,1,1,0,0,0,1,1,0,0
140,analyst,na,9.0,10.0,8.0,0,0,Bengaluru,3.8,10000+ employees,Company - Public,Chemical Manufacturing,Manufacturing,₹5 to ₹10 billion (INR),40,1,0,0,0,1,1,0,0,1
141,analyst,senior,8.0,10.0,6.0,0,1,Bengaluru,-1.0,201 to 500 employees,Company - Private,-1,-1,-1,-1,1,0,0,0,0,1,1,0,1
142,analyst,na,7.0,9.0,5.0,0,1,Chennai,3.7,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹10 to ₹25 million (INR),19,1,0,0,1,0,1,0,0,0
143,analyst,senior,9.0,12.0,6.0,0,1,Chennai,-1.0,1 to 50 employees,Other Organization,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0
144,analyst,na,9.5,12.0,7.0,1,0,Bengaluru,4.5,201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,₹25 to ₹50 million (INR),25,0,0,0,0,1,0,0,0,0
